id,mass,x,y,z,vx,vy,vz
203,62.7596,9.75549,-0.188586,-2.0061,-0.0763403,-0.032634,0.0898372
204,21.7914,-0.0626389,-5.35955,8.94854,-0.00704364,0.00521248,0.0206311
205,92.9496,-8.35209,9.98872,-8.98519,-0.0864282,-0.0663805,0.015308
206,34.5613,7.78336,-6.35164,-8.66341,-0.0542525,-0.0267689,0.027752
207,71.8944,-1.809,7.54845,-6.35618,-0.0627967,0.00978307,-0.012554
208,67.2924,-2.9009,0.446802,-7.78159,0.00726141,0.0610132,-0.0421376
209,43.4938,9.0743,-4.19675,8.89201,0.0760223,-0.0441746,0.0223078
210,89.5632,-4.72348,2.20724,8.10613,-0.0109872,0.00337014,0.0325627
211,45.9069,1.04044,5.20675,-1.91961,-0.0478895,0.0228194,-0.0818389
212,1.46827,2.61723,-1.14396,-2.61819,-0.0596677,0.030823,-0.0050127
213,26.7826,-3.522,8.53222,-4.24456,0.0534521,0.00174406,-0.0232365
214,30.7342,8.53448,0.0778294,-5.99515,-0.0687876,0.0753435,-0.0611511
215,53.7646,2.25559,-1.80103,4.98319,-0.0235763,0.00886881,-0.0772491
216,60.9498,9.94723,-8.78872,7.71967,0.0566716,-0.0653631,0.051172
217,18.4629,3.63876,9.05633,5.45904,0.0275934,0.0503869,-0.07005
218,46.5833,9.73225,8.26561,-2.40599,-0.012515,0.0679344,-0.0656693
219,50.1033,6.19646,3.21619,5.42078,0.0529453,0.0751043,0.0371685
220,90.2616,-1.19901,-8.01028,4.61247,-0.0457967,0.0461475,0.0696813
221,99.1795,0.505051,5.12323,-2.65699,-0.0770184,0.0567191,0.00531787
222,94.4832,2.3104,-2.52416,-5.15301,0.0438246,0.0981123,-0.0583376
223,70.512,1.01455,4.05978,-8.61327,-0.00563341,0.00195654,0.0924473
224,57.2729,9.11338,-3.55351,-3.72276,0.0538763,0.0937372,0.0549317
225,24.3198,4.81759,1.23842,-1.71386,-0.00686004,-0.0908086,0.0454243
226,84.6086,7.50042,2.1605,0.0477688,-0.0151456,0.00999366,-0.0631801
227,25.9159,-0.247669,4.59437,6.71891,-0.061567,0.0801953,-0.0846691
228,46.0816,-7.10647,7.69318,-1.5519,-0.045095,0.0407265,-0.0850492
229,26.8185,-2.07396,2.59305,0.562943,0.0364263,-0.0508778,-0.0766978
230,33.1221,-0.0854436,8.10192,4.17051,0.0213448,-0.0656004,0.0206404
231,27.6874,-2.5559,6.14142,-3.86546,0.00864979,-0.0715674,0.055991
232,35.3772,-7.41698,8.24204,5.28008,-0.0383152,-0.0419838,0.0974105
233,32.7798,5.39135,-5.07624,-9.60832,0.0663858,-0.0238454,-0.0198679
234,83.8544,7.97752,-5.77998,0.172404,-0.0373151,0.0438141,-0.0353246
235,91.8908,2.17838,-2.41288,-6.84584,-0.0148802,-0.0426007,0.0888565
236,82.4169,-3.28682,4.13956,-7.20976,-0.0224099,0.0108664,0.0993328
237,44.9126,-6.52182,-3.30603,-3.72718,-0.00939672,-0.0170954,0.0421205
238,48.7444,-0.815813,-1.19306,7.55778,-0.0133141,-0.0944139,-0.0323452
239,59.543,-3.72092,5.04634,-0.704169,0.0310428,-0.0187964,-0.0751648
240,3.86103,-9.29698,0.456422,3.97877,0.024623,-0.0434119,0.0205911
241,9.92015,5.6864,8.90655,-4.16089,0.0788956,-0.0263647,-0.0774275
242,64.029,-5.88802,3.72124,-7.25807,0.0573366,0.0588375,-0.0630719
243,19.7136,-8.20575,6.80711,-8.22459,0.032923,-0.0805637,-0.0742299
244,65.6362,3.40933,-7.59251,-3.18682,0.0541942,0.0666279,-0.0577408
245,35.9407,-4.20057,-7.01172,-0.170479,0.0881138,-0.0348033,0.0984551
246,18.4334,4.63192,-5.53751,7.89345,-0.0750869,0.0861525,0.044606
